Name,Muscle,Equipment,Rating,Type,Level,Description
Standing Toe Touches,Hamstrings,,6.7,Stretching,Intermediate,"1. Stand with some space in front and behind you.
2. Bend at the waist, keeping your legs straight, until you can relax and let your upper body hang down in front of you. Let your arms and hands hang down naturally. Hold for 10 to 20 seconds."
Shoulder Circles,Shoulders,Body Only,6.7,Stretching,Intermediate,"1. With shoulders relaxed and arms resting loosely at your sides (or in your lap if you're seated), gently roll your shoulders forward, up, back, and down.
2. Reverse direction. You can do this exercise alternating shoulders or both at the same time."
Lying groin stretch with band,Hamstrings,Body Only,6.7,Stretching,Intermediate,"1. Lie on your back with your legs extended. Loop a belt, rope, or band around one of your feet, and swing that leg as far to the side as you can. This will be your starting position.
2. Pull gently on the belt to create tension in your groin and hamstring muscles. Hold for 10-20 seconds, and repeat on the other side."
Standing Hamstring and Calf Stretch,Hamstrings,Bands,6.7,Stretching,Intermediate,"1. Being by looping a belt, band, or rope around one foot. While standing, place that foot forward.
2. Bend your back leg, while keeping the front one straight. Now raise the toes of your front foot off of the ground and lean forward.
3. Using the belt, pull on the top of the foot to increase the stretch in the calf. Hold for 10-20 seconds and repeat with the other foot."
Side-to-side push-up,Chest,Body Only,6.7,Strength,Beginner,"1. Assume a push-up position with your body straight, supported by your extended arms. Your hands should be outside of shoulder width. This will be your starting position.
2. Initiate the movement by flexing the elbows and leaning to one side, lowering your torso to the ground.
3. Return to the starting position by extending your elbows, pushing yourself back to center.
4. On the next repetition lower yourself to the other side, again returning to the starting position after the rep is complete. Continue alternating until the set is finished."
Piriformis SMR,Glutes,Foam Roll,6.6,Stretching,Intermediate,"1. Sit with your buttocks on top of a foam roll. Bend your knees, and then cross one leg so that the ankle is over the knee. This will be your starting position.
2. Shift your weight to the side of the crossed leg, rolling over the buttocks until you feel tension in your upper glute. You may assist the stretch by using one hand to pull the bent knee towards your chest. Hold this position for 10-30 seconds, and then switch sides."
Scapular Pull-Up,Traps,None,6.6,Strength,Beginner,"1. Take a pronated grip on a pull-up bar.
2. From a hanging position, raise yourself a few inches without using your arms. Do this by depressing your shoulder girdle in a reverse shrugging motion.
3. Pause at the completion of the movement, and then slowly return to the starting position before performing more repetitions."
Cable Seated Lateral Raise,Shoulders,Cable,6.5,Strength,Intermediate,"1. Stand in the middle of two low pulleys that are opposite to each other and place a flat bench right behind you (in perpendicular fashion to you; the narrow edge of the bench should be the one behind you). Select the weight to be used on each pulley.
2. Now sit at the edge of the flat bench behind you with your feet placed in front of your knees.
3. Bend forward while keeping your back flat and rest your torso on the thighs.
4. Have someone give you the single handles attached to the pulleys. Grasp the left pulley with the right hand and the right pulley with the left after you select your weight. The pulleys should run under your knees and your arms will be extended with palms facing each other and a slight bend at the elbows. This will be the starting position.
5. While keeping the arms stationary, raise the upper arms to the sides until they are parallel to the floor and at shoulder height. Exhale during the execution of this movement and hold the contraction for a second.
6. Slowly lower your arms to the starting position as you inhale.
7. Repeat for the recommended amount of repetitions.Tip:Maintain upper arms perpendicular to torso and a fixed elbow position (10 degree to 30 degree angle) throughout exercise.

Variations:
 You can perform this exercise with exercise bands or dumbbells."
Lower Back Curl,Abdominals,Body Only,6.5,Stretching,Intermediate,"1. Lie on your stomach with your arms out to your sides. This will be your starting position.
2. Using your lower back muscles, extend your spine lifting your chest off of the ground. Do not use your arms to push yourself up. Keep your head up during the movement. Repeat for 10-20 repetitions."
One-Arm Flat Bench Dumbbell Flye,Chest,Dumbbell,6.5,Strength,Beginner,"1. Lie down on a flat bench with a dumbbell in one hand resting on top of your thigh. The palm of your hand with the dumbbell in it should be at a neutral grip.
2. By using your thighs to help you get the dumbbell up, clean the dumbbell so that you can hold it in front of you with your lifting arm being fully extended. Remember to maintain a neutral grip with this exercise. Your non lifting hand should be to the side holding the flat bench for better support. This will be your starting position.
3. Your arm with the weight should have a slight bend on your elbow in order to prevent stress at the biceps tendon. Begin by lowering your arm with the weight in it out in a wide arc until you feel a stretch on your chest. Breathe in as you perform this portion of the movement.Tip:Keep in mind that throughout the movement, your lifting arm should remain stationary; the movement should only occur at the shoulder joint.
4. Return your lifting arm back to the starting position as you squeeze your chest muscles and breathe out.Tip:Make sure to use the same arc of motion used to lower the weights.
5. Hold for a second at the contracted position and repeat the movement for the prescribed amount of repetitions.
6. Switch arms and repeat the exercise.

Variations:
 You may want to use a palms facing forward version for different stimulation."
Suspended split squat,Quadriceps,Other,6.5,Strength,Intermediate,"1. Suspend your straps so the handles are 18-30 inches from the floor.
2. Facing away from the setup, place your rear foot into the handle behind you. Keep your head looking forward and your chest up, with your knee slightly bent. This will be your starting position.
3. Descend by flexing the knee and hips, lowering yourself to the ground. Keep your weight on the heel of your foot and maintain your posture throughout the exercise.
4. At the bottom of the movement, reverse the motion, extending through the hip and knee to return to the starting position."
Incline barbell shoulder protraction,Shoulders,Barbell,6.5,Strength,Intermediate,"1. Lie back on an Incline Bench. Using a medium width grip (a grip that is slightly wider than shoulder width), lift the bar from the rack and hold it straight over you with your arms straight. This will be your starting position.
2. While keeping the arms straight, lift the bar by protracting your shoulder blades, raising the shoulders from the bench as you breathe out.
3. Bring back the bar to the starting position as you breathe in.
4. Repeat for the recommended amount of repetitions.

Variations:
 You can use dumbbells or a smith machine in order to perform this exercise."
Behind-the-head push-press,Shoulders,Barbell,6.5,Olympic Weightlifting,Intermediate,"1. Standing with the weight racked on the back of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward. Go down only slightly, and reverse direction as powerfully as possible. Drive through the heels create as much speed and force as possible, moving the bar in a vertical path.
2. Using the momentum generated, finish pressing the weight overhead be extending through the arms.
3. Return to the starting position, using your legs to absorb the impact."
Straight Bar Bench Mid Rows,Middle Back,Barbell,6.5,Strength,Beginner,"1. Place a loaded barbell on the end of a bench. Standing on the bench behind the bar, take a medium, pronated grip. Stand with your hips back and chest up, maintaining a neutral spine. This will be your starting position.
2. Row the bar to your torso by retracting the shoulder blades and flexing the elbows. Use a controlled movement with no jerking.
3. After a brief pause, slowly return the bar to the starting position, ensuring to go all the way down."
Standing hip extension,Glutes,Body Only,6.5,Strength,Beginner,"1. While standing up straight with both feet next to each other at around shoulder width, grab a sturdy surface such as the sides of a squat rack or the top of a chair to brace yourself and keep balance.
2. With or without an ankle weight, lift one leg behind you as if performing a leg curl but standing up while keeping the other leg straight. Breathe out as you perform this movement.
3. Slowly bring the raised leg back to the floor as you breathe in.
4. Repeat for the recommended amount of repetitions.
5. Repeat the movement with the opposite leg.

Variations:
 You can perform the same movement with a low pulley attached to your ankle using an ankle attachment. Optionally, you can use exercise cables as well."
Standing Towel Triceps Extension,Triceps,Body Only,6.5,Strength,Beginner,"1. To begin, stand up with both arms fully extended above the head holding one end of a towel with both hands. Your elbows should be in and the arms perpendicular to the floor with the palms facing each other while your feet should be shoulder width apart from each other. This is the starting position.
2. Now communicate with your partner so that he/she can grip the other side of the towel to apply resistance. Keeping your upper arms close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semicircular motion behind your head until your forearms touch your biceps.Tip:The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step.
3. Go back to the starting position by using the triceps to raise the towel. Breathe out as you perform this step.
4. Repeat for the recommended amount of repetitions.

Caution:
 Make sure your partner does not apply to much resistance or suddenly jerks the towel as doing so could cause injury. Start out by having your partner applying barely any resistance so you can get used to the exercise. As you practice the exercise, then your partner can gradually begin to increase the resistance of the exercise.


Variation:
 You can perform this exercise with one arm at a time or even sitting down for more back support."
Weighted Ball Side Bend,Abdominals,Exercise Ball,6.4,Strength,Beginner,"1. To begin, lie down on an exercise ball with your left side of the torso (waist, hips and shoulder) pressed against the ball.
2. Your feet should be on the floor while your legs are crossed and hanging from the ball. Hold a weighted plate with your right hand directly to the right side of your head.Tip:Make sure the smooth side of the plate is resting against your head.
3. Place your left arm across your torso so that your palm is on your obliques. There should be a right angle between your left forearm and upper arm. This is the starting position.
4. Raise the side of your torso up by laterally flexing at the waist while exhaling.
5. Hold the contraction for a second and slowly lower yourself back down to the starting position while inhaling.
6. Repeat for the recommended amount of repetitions.
7. Switch sides and repeat the exercise.

Caution:
 If new to this exercise it is best to perform it without any weights until you develop good form."
Isometric Neck Exercise - Front And Back,Neck,Body Only,6.4,Strength,Beginner,"1. With your head and neck in a neutral position (normal position with head erect facing forward), place both of your hands on the front side of your head.
2. Now gently push forward as you contract the neck muscles but resisting any movement of your head. Start with slow tension and increase slowly. Keep breathing normally as you execute this contraction.
3. Hold for the recommended number of seconds.
4. Now release the tension slowly.
5. Rest for the recommended amount of time and repeat with your hands placed on the back side of your head.

Variations:
 You can also do this exercise by placing your hands on the sides of your head. First do one side and then the next."
Atlas Stone Trainer,Lower Back,Other,6.4,Strongman,Beginner,"1. This trainer is effective for developing Atlas Stone strength for those who don't have access to stones, and are typically made from bar ends or heavy pipe.
2. Begin by loading the desired weight onto the bar. Straddle the weight, wrapping your arms around the implement, bending at the hips.
3. Begin by pulling the weight up past the knees, extending through the hips. As the weight clears the knees, it can be lapped by resting it on your thighs and sitting back, hugging it tightly to your chest.
4. Finish the movement by extending through your hips and knees to raise the weight as high as possible. The weight can be returned to the lap or to the ground for successive repetitions."
Peroneals-SMR,Calves,Body Only,6.4,Stretching,Intermediate,"1. Lay on your side, supporting your weight on your forearm and on a foam roller placed on the outside of your lower leg. Your upper leg can either be on top of your lower leg, or you can cross it in front of you. This will be your starting position.
2. Raise your hips off of the ground and begin to roll from below the knee to above the ankle on the side of your leg, pausing at points of tension for 10-30 seconds. Repeat on the other leg."
Inverted Row with Straps,Middle Back,Other,6.4,Strength,Beginner,"1. Hang a rope or suspension straps from a rack or other stable object. Grasp the ends and position yourself in a supine position hanging from the ropes. Your body should be straight with your heels on the ground with your arms fully extended. This will be your starting position.
2. Begin by flexing the elbow, pulling your chest to your hands. Retract your shoulder blades as you perform the movement.
3. Pause at the top of the motion, and return yourself to the start position.
4. Repeat for the desired number of repetitions."
Extended Range One-Arm Kettlebell Floor Press,Chest,Kettlebells,6.3,Strength,Beginner,"1. Lie on the floor and position a kettlebell for one arm to press. The kettlebell should be held by the handle. The leg on the same side that you are pressing should be bent, with the knee crossing over the midline of the body.
2. Press the kettlebell by extending the elbow and adducting the arm, pressing it above your body. Return to the starting position."
Bent Press,Abdominals,Kettlebells,6.3,Strength,Intermediate,"1. Clean a kettlebell to your shoulder. Clean the kettlebell to your shoulders by extending through the legs and hips as you raise the kettlebell towards your shoulder. The wrist should rotate as you do so. This will be your starting position.
2. Begin my leaning to the side opposite the kettlebell, continuing until you are able to touch the ground with your free hand, keeping your eyes on the kettlebell. As you do so, press the weight vertically be extending through the elbow, keeping your arm perpendicular to the ground.
3. Return to an upright position, with the kettlebell above your head. Return the kettlebell to the shoulder and repeat for the desired number of repetitions."
Lying Hamstring,Hamstrings,Other,6.3,Stretching,Beginner,"1. Lie on your back with your legs extended. Your partner should be kneeling beside you. Raise one leg up towards the ceiling and have your partner hold the ankle. Your partner can use their shoulder to brace your leg if necessary. This will be your starting position.
2. Have your partner push your leg toward your chest just far enough so you feel slight discomfort. Hold the stretch for 10 seconds.
3. After 10 seconds, actively push back against your partner's resistance for 6 seconds.
4. Then relax your leg, allowing your partner to gently push the leg towards your head. Be sure to inform your helper when the stretch is adequate to prevent injury or overstretching. Switch sides once complete."
Knee Circles,Calves,Body Only,6.3,Stretching,Beginner,"1. Stand with your legs together and hands by your waist.
2. Now move your knees in a circular motion as you breathe normally.
3. Repeat for the recommended amount of repetitions."
Dumbbell Tricep Extension -Pronated Grip,Triceps,Dumbbell,6.3,Strength,Beginner,"1. Lie down on a flat bench holding two dumbbells directly above your shoulders. Your arms should be fully extended and form a 90 degree angle from your torso and the floor.
2. The palms of your hands should be facing forward, and your elbows should be tucked in. This will be your starting position.
3. Now, inhale and slowly lower the dumbbells until they are near your ears. Be sure to keep your upper arms stationary and your elbows tucked in.
4. Then, exhale and use your triceps to return the weight to the starting position."
One Arm Chin-Up,Middle Back,Other,6.3,Strength,Beginner,"1. For this exercise, start out by placing a towel around a chin up bar.
2. Grab the chin-up bar with your palm facing you. One hand will be grabbing the chin-up bar and the other will be grabbing the towel.
3. Bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position.v
4. Pull your torso up until the bar touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement.Tip:Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar.
5. After a second on the contracted position, start to inhale and slowly lower your torso back to the starting position when your arms are fully extended and the lats are fully stretched.
6. Repeat this motion for the prescribed amount of repetitions.
7. Switch arms and repeat the movement.

Variations:

• If you are new at this exercise and do not have the strength to perform it, use a chin assist machine if available. These machines use weight to help you push your bodyweight.
• Otherwise, a spotter holding your legs can help."
Intermediate Hip Flexor and Quad Stretch,Quadriceps,Other,6.3,Stretching,Beginner,"1. Lie face down on the floor, with a rope, belt, or band looped around one foot.
2. Flex the knee and extend the hip of the leg to be stretched, using both hands to pull on the belt. Your knee and your hip should come off of the floor, creating tension in the hip flexors and quadriceps. Hold the stretch for 10-20 seconds, and repeat on the other leg."
Snatch Shrug,Traps,Barbell,6.2,Olympic Weightlifting,Beginner,"1. Begin with a wide grip, with the bar hanging at the mid thigh position. You can use a hook or overhand grip. Your back should be straight and inclined slightly forward.
2. Shrug your shoulders towards your ears. While this exercise can usually by loaded with heavier weight than a snatch, avoid overloading to the point that the execution slows down."
Seated Dumbbell Palms-Up Wrist Curl,Forearms,Dumbbell,6.2,Strength,Beginner,"1. Start out by placing two dumbbells on the floor in front of a flat bench.
2. Sit down on the edge of the flat bench with your legs at about shoulder width apart. Make sure to keep your feet on the floor.
3. Use your arms to grab both of the dumbbells and bring them up so that your forearms are resting against your thighs with the palms of the hands facing up. Your wrists should be hanging over the edge of your thighs.
4. Start out by curling your wrist upwards and exhaling.
5. Slowly lower your wrists back down to the starting position while inhaling. Make sure to inhale during this part of the exercise.Tip:Your forearms should be stationary as your wrist is the only movement needed to perform this exercise.
6. Repeat for the recommended amount of repetitions.
7. When finished, simply lower the dumbbells to the floor.

Variations:

• This exercise can also be performed using a barbell instead of a dumbbell.
• You can also focus on one arm at a time to isolate the forearms."
Barbell seal row,Middle Back,Barbell,6.2,Strength,Intermediate,"1. Place a cambered bar underneath an exercise bench.
2. Lie face down on the exercise bench and grab the bar using a palms down (pronated grip) that is wider than shoulder width. This will be your starting position.
3. As you exhale row the bar up as you keep the elbows close to your body to either your chest, in order to target the upper mid back, or to your stomach if targeting the lats is your goal.
4. After a second hold at the top, lower back down to the starting position slowly as you inhale.

Variations:
 A regular barbell can be used, but a cambered barbell gives you a greater range of motion. You can also turn this into a rear delt movement by flaring the elbows out instead of keeping them close to your torso."
Sit Squats,Quadriceps,None,6.1,Stretching,Beginner,"1. Stand with your feet shoulder width apart. This will be your starting position.
2. Begin the movement by flexing your knees and hips, sitting back with your hips.
3. Continue until you have squatted a portion of the way down, but are above parallel, and quickly reverse the motion until you return to the starting position. Repeat for 5-10 repetitions."
Crucifix,Shoulders,Other,6,Strongman,Beginner,"1. In the crucifix, you statically hold weights out to the side for time. While the event can be practiced using dumbbells, it is best to practice with one of the various implements used, such as axes and hammers, as it feels different.
2. Begin standing, and raise your arms out to the side holding the implements. Your arms should be parallel to the ground. In competition, judges or sensors are used to let you know when you break parallel. Hold for as long as you can. Typically, the weights should be heavy enough that you fail in 30-60 seconds."
Calf SMR,Calves,Foam Roll,6,Stretching,Beginner,"1. Begin seated on the floor. Place a foam roller underneath your lower leg. Your other leg can either be crossed over the opposite or be placed on the floor, supporting some of your weight. This will be your starting position.
2. Place your hands to your side or just behind you, and press down to raise your hips off of the floor, placing much of your weight against your calf muscle. Roll from below the knee to above the ankle, pausing at points of tension for 10-30 seconds. Repeat for the other leg."
Kettlebell alternating floor press,Chest,Kettlebells,6,Strength,Beginner,"1. Lie on the floor with two kettlebells next to your shoulders.
2. Position one in place on your chest and then the other, gripping the kettlebells on the handle with the palms facing forward.
3. Extend both arms, so that the kettlebells are being held above your chest. Lower one kettlebell, bringing it to your chest and turn the wrist in the direction of the locked out kettlebell.
4. Raise the kettlebell and repeat on the opposite side."
Hip Lift with Band,Glutes,Bands,6,Powerlifting,Beginner,"1. After choosing a suitable band, lay down in the middle of the rack, after securing the band on either side of you. If your rack doesn't have pegs, the band can be secured using heavy dumbbells or similar objects, just ensure they won't move.
2. Adjust your position so that the band is directly over your hips. Bend your knees and place your feet flat on the floor. Your hands can be on the floor or holding the band in position.
3. Keeping your shoulders on the ground, drive through your heels to raise your hips, pushing into the band as high as you can.
4. Pause at the top of the motion, and return to the starting position."
Forward Drag with Press,Chest,Other,6,Strongman,Beginner,"1. Attach a dual handled chain or rope attachment to the sled. You should be facing away from the sled, holding a handle in each hand.
2. Begin the movement by moving forward for one step. Leaning forward, extend through the legs and hips to move, pausing with each step to extend through the elbows, pressing your hands forward. Step forward until you return to the start position prepared to press."
Medicine Ball Chest Pass,Chest,Medicine Ball,5.9,Plyometrics,Intermediate,"1. You will need a partner for this exercise. Lacking one, this movement can be performed against a wall.
2. Begin facing your partner holding the medicine ball at your torso with both hands.
3. Pull the ball to your chest, and reverse the motion by extending through the elbows. For sports applications, you can take a step as you throw.
4. Your partner should catch the ball, and throw it back to you.
5. Receive the throw with both hands at chest height."
Lying hamstring stretch with band,Hamstrings,None,5.9,Stretching,Beginner,"1. Lie on your back with one leg extended above you, with the hip at ninety degrees. Keep the other leg flat on the floor.
2. Loop a belt, band, or rope over the ball of your foot. This will be your starting position.
3. Pull on the belt to create tension in the calves and hamstrings. Hold this stretch for 10-30 seconds, and repeat with the other leg."
Cross-body shoulder stretch,Shoulders,Body Only,5.9,Stretching,Intermediate,"1. Reach your left arm across your body and hold it straight.
With your right hand, grasp your left elbow and pull it across your body towards your chest."
One Arm Against Wall,Lats,Body Only,5.8,Stretching,Intermediate,"1. From a standing position, place a bent arm against a wall or doorway.
2. Slowly lean toward your arm until you feel a stretch in your lats."
Catch and Overhead Throw,Lats,Medicine Ball,5.8,Plyometrics,Beginner,"1. Begin standing while facing a wall or a partner.
2. Using both hands, position the ball behind your head, stretching as much as possible, and forcefully throw the ball forward.
3. Ensure that you follow your throw through, being prepared to receive your rebound from your throw. If you are throwing against the wall, make sure that you stand close enough to the wall to receive the rebound, and aim a little higher than you would with a partner."
Smith Machine Hang Power Clean,Hamstrings,,5.8,Strength,Intermediate,"1. Position the bar at knee height and load it to an appropriate weight.
2. Take a pronated grip on the bar outside of shoulder width and unhook the bar from the machine. Your arms should be fully extended with your head and chest up. Your elbows should be pointed out with your shoulders back and down. Your hips should be back, loading the tension into the hamstrings. This will be your starting position.
3. Initate the movement by forcefully extending the hips and knees, accelerating into the bar. Ensure that you keep your arms straight during this part of the motion.
4. Upon full extension, rebend the hips and knees to lower your receiving position.
5. Allow the arms to flex at this point, rotating the elbows around the bar to receive it on your shoulders.
6. Extend through the hips and knees to come to a standing position with the bar racked on your shoulders to complete the movement."
Lying High Bench Barbell Curl,Biceps,Barbell,5.8,Strength,Beginner,"1. Lie face forward on a tall flat bench while holding a barbell with a supinated grip (palms facing up).Tip:If you are holding a barbell grab it using a shoulder-width grip and if you are using an E-Z Bar grab it on the inner handles. Your upper body should be positioned in a way that the upper chest is over the end of the bench and the barbell is hanging in front of you with the arms extended and perpendicular to the floor. This will be your starting position.
2. While keeping the elbows in and the upper arms stationary, curl the weight up in a semi-circular motion as you contract the biceps and exhale. Hold at the top of the movement for a second.
3. As you inhale, slowly go back to the starting position.Tip:Maintain full control of the weight at all times and avoid any swinging. Remember, only the forearms should move throughout the movement.
4. Repeat for the recommended amount of repetitions.

Variations:
 If no tall bench is available you can opt for an adjustable bench and you can place it at an incline that allows you to have your arms fully extended without the bar touching the floor.

You can also perform the exercise using dumbbells."
Squats - With Bands,Quadriceps,Bands,5.8,Strength,Beginner,"1. To start out, make sure that the exercise band is at an even split between both the left and right side of the body. To do this, use your hands to grab both sides of the band and place both feet in the middle of the band. Your feet should be shoulder width apart from each other.
2. When holding the bands, they should be the same height on each side. You should be using a pronated grip (palms facing forward) and have the handles of the bands next to your face for this exercise. This is the starting position.
3. Slowly start to bend the knees and lower the legs so that your thighs are parallel to the floor while exhaling.
4. Use the heel of your feet to push your body up to the starting position as you exhale.
5. Repeat for the recommended amount of repetitions."
Dynamic chest stretch,Chest,,5.8,Stretching,Intermediate,"1. Stand with your hands together, arms extended directly in front of you. This will be your starting position.
2. Keeping your arms straight, quickly move your arms back as far as possible and back in again, similar to an exaggerated clapping motion. Repeat 5-10 times, increasing speed as you do so."
Rhomboids SMR,Middle Back,Body Only,5.7,Stretching,Intermediate,"1. Lay down with your back on the floor. Place a foam roll underneath your upper back, and cross your arms in front of you, protracting your shoulders. This will be your starting position.
2. Raise your hips off of the ground, placing your weight onto the foam roll. Shift your weight to one side at a time, rolling over your middle and upper back. Pause at points of tension for 10-30 seconds."
Neck Bridge Prone,Neck,Body Only,5.7,Strength,Beginner,"1. Begin in a prone position on the floor, on your hands and knees.
2. Place your head next to your hands but a few inches nearer your legs, then extend your legs, driving your hips into the air.
3. Transition into supporting your weight on your head by removing your hands from the ground. Perform this movement slowly, backing off if any serious discomfort is felt and avoiding it if you have any pre-existing neck injury.
4. Hold the neck bridge for a period of time, and then carefully return your hands and knees to the floor."
Chain Press,Chest,Other,5.6,Powerlifting,Beginner,"1. Begin by connecting the chains to the cable handle attachments. Position yourself on the flat bench in the same position as for a dumbbell press. Your wrists should be pronated and arms perpendicular to the floor. This will be your starting position.
2. Lower the chains by flexing the elbows, unloading some of the chain onto the floor.
3. Continue until your elbow forms a 90 degree angle, and then reverse the motion by extending through the elbow to lockout."
Standing Gastrocnemius Calf Stretch,Calves,Body Only,5.6,Stretching,Intermediate,"1. Place your right heel on a step with your knee extended and lean forward to grab your right toe with your right hand. Your left knee should be slightly bent and your back should be straight.
2. Support your weight on your left leg and place your left hand on your left thigh.
3. Pull your right toes toward your knee until you feel a stretch in your calf."
Skip,Quadriceps,Body Only,5.5,Plyometrics,Intermediate,"1. Start in a relaxed position with one leg slightly forward. This will be your starting position.
2. Skip by executing a step-hop pattern of right-right-step to left-left-step, and so on, alternating back and forth.
3. Perform fast skips by maintaining close contact with the ground and reduce air time, moving as quickly as possible."
Hamstring-SMR,Hamstrings,Foam Roll,5.5,Stretching,Beginner,"1. In a seated position, extend your legs over a foam roll so that it is position on the back of the upper legs. Place your hands to the side or behind you to help support your weight. This will be your starting position.
2. Using your hands, lift your hips off of the floor and shift your weight on the foam roll to one leg. Relax the hamstrings of the leg you are stretching.
3. Roll over the foam from below the hip to above the back of the knee, pausing at points of tension for 10-30 seconds. Repeat for the other leg."
Bench Press - With Bands,Chest,Bands,5.5,Strength,Beginner,"1. Using a flat bench secure a band under the leg of the bench that is nearest to your head.
2. Once the band is secure, grab it by both handles and lie down on the bench.
3. Extend your arms so that you are holding the band handles in front of you at shoulder width.
4. Once at shoulder width, rotate your wrists forward so that the palms of your hands are facing away from you. This will be your starting position.
5. Bring down the handles slowly until your elbow forms a 90 degree angle. Keep full control at all times.
6. As you breathe out, bring the handles up using your pectoral muscles. Lock your arms in the contracted position, squeeze your chest, hold for a second and then start coming down slowly. Tip: It should take at least twice as long to go down than to come up.
7. Repeat the movement for the prescribed amount of repetitions of your training program.

Variations:
 You can also use a pulley machine, dumbbells or a barbell for this exercise."
Tricep Side Stretch,Triceps,Body Only,5.5,Stretching,Intermediate,"1. Bring right arm across your body and over your left shoulder, holding your elbow with your left hand, until you feel a stretch in your tricep. Then repeat for your other arm."
Kneeling hip flexor stretch,Quadriceps,Body Only,5.4,Stretching,Intermediate,"1. Kneel on a mat and bring your right knee up so the bottom of your foot is on the floor and extend your left leg out behind you so the top of your foot is on the floor.
2. Shift your weight forward until you feel a stretch in your hip. Hold for 15 seconds, then repeat for your other side."
Hug A Ball,Lower Back,Body Only,5.4,Stretching,Intermediate,"1. Seat yourself on the floor.
2. Straddle an exercise ball between both legs and lower your hips down toward the floor.
3. Hug your arms around the ball to support your body. Adjust your legs so that your feet are flat on the floor and your knees line up over your ankles. Keep a good grip on the ball so it doesn't roll away from you and send you back onto your buttocks."
Quadriceps SMR,Quadriceps,Foam Roll,5.4,Stretching,Intermediate,"1. Lay facedown on the floor with your weight supported by your hands or forearms. Place a foam roll underneath one leg on the quadriceps, and keep the foot off of the ground. Make sure to relax the leg as much as possible. This will be your starting position.
2. Shifting as much weight onto the leg to be stretched as is tolerable, roll over the foam from above the knee to below the hip, holding points of tension for 10-30 seconds. Switch sides."
Upper Back-Leg Grab,Hamstrings,None,5.4,Stretching,Beginner,"1. While seated, bend forward to hug your thighs from underneath with both arms.
2. Keep your knees together and your legs extended out as you bring your chest down to your knees. You can also stretch your middle back by pulling your back away from your knees as your hugging them."
Dancer's Stretch,Lower Back,None,5.4,Stretching,Beginner,"1. Sit up on the floor.
2. Cross your right leg over your left, keeping the knee bent. Your left leg is straight and down on the floor.
3. Place your left arm on your right leg and your right hand on the floor.
4. Rotate your upper body to the right, and hold for 10-20 seconds. Switch sides."
Elbow Circles,Shoulders,None,5.3,Stretching,Beginner,"1. Sit or stand with your feet slightly apart.
2. Place your hands on your shoulders with your elbows at shoulder level and pointing out.
3. Slowly make a circle with your elbows. Breathe out as you start the circle and breathe in as you complete the circle."
Wall calf stretch,Calves,Body Only,5.3,Stretching,Intermediate,"1. Stand facing a wall from several feet away. Stagger your stance, placing one foot forward.
2. Lean forward and rest your hands on the wall, keeping your heel, hip and head in a straight line.
3. Attempt to keep your heel on the ground. Hold for 10-20 seconds and then switch sides."
Spinal Stretch,Middle Back,Body Only,5.3,Stretching,Intermediate,"1. Sit in a chair so your back is straight and your feet planted on the floor.
2. Interlace your fingers behind your head, elbows out and your chin down.
3. Twist your upper body to one side about 3 times as far as you can. Then lean forward and twist your torso to reach your elbow to the floor on the inside of your knee.
4. Return to upright position and then repeat for your other side."
Front Barbell Squat To A Bench,Quadriceps,Barbell,5.3,Strength,Beginner,"1. This exercise is best performed inside a squat rack for safety purposes. To begin, first set a flat bench behind you and set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, bring your arms up under the bar while keeping the elbows high and the upper arm slightly above parallel to the floor. Rest the bar on top of the deltoids and cross your arms while grasping the bar for total control.
2. Lift the bar off the rack by first pushing with your legs and at the same time straightening your torso.
3. Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. (Note:For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances described in the foot positioning section).
4. Begin to slowly lower the bar by bending the knees as you maintain a straight posture with the head up. Continue down until you touch the bench with your glutes. Inhale as you perform this portion of the movement.Tip:If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly.
5. Begin to raise the bar as you exhale by pushing the floor mainly with the heel of your foot as you straighten the legs again and go back to the starting position.
6. Repeat for the recommended amount of repetitions.

Caution:
 This is not an exercise to be taken lightly. If you have back issues, substitute it with the dumbbell squat variation or a leg press instead. If you have a healthy back, ensure perfect form and never slouch the back forward as this can cause back injury. Be cautious as well with the weight used; in case of doubt, use less weight rather than more. The front squat is a very safe exercise but only if performed properly. This version of the squat is better suited for advanced athletes.


Variations:
 As previously mentioned, there are various stances that can be used depending on what you want to emphasize."
